"","lat","lon","countyId","y","X","C","e"
"2161",42.1,-95.7,38,43.6971647297773,3.2132429110512,0.674042065413273,40.5465252204418
"366",43.1,-99.3,135,23.1829298269525,3.31198721278957,-1.18189007357677,23.8764258865573
"5417",33.3,-89.1,54,-20.8385872539772,1.41516660380701,0.778815432355739,-23.23828962798
"6856",41.1,-86.3,106,17.4272225584834,-0.16476436614236,3.87723755089478,9.37399645932126
"1015",32.9,-97.9,5,-8.1413099321179,-0.717064209379696,-0.0591944346791686,-7.62978694622661
"8352",40.3,-83.3,26,-11.4931003917464,-2.35636365728876,0.498945842428916,-11.2684502859112
"3115",32.9,-93.7,113,-3.33988621759434,-0.125171105459869,-0.281333884375302,-2.68149266345788
"9525",34.9,-80.9,86,21.3676856303175,2.41467387614634,-0.509481609569794,21.133673117295
"2888",47.5,-94.3,31,-18.1746552833434,-0.812882288319397,-1.4650042813207,-14.6591898568774
"5841",38.1,-88.3,136,18.717030847935,2.9784856757696,-1.9089677329502,21.1174808222149
"8433",36.5,-83.1,42,-0.913159134080667,0.683559469323994,-0.636263175794202,0.0538714216522001
"4248",39.5,-91.5,58,34.6532257913455,-2.23780498693688,3.52413301109359,28.4609611609949
"5523",34.5,-88.9,104,-15.8900453424123,0.947801952349289,-2.39207778664126,-11.3784950447343
"904",30.7,-98.1,21,-11.4176136947705,-0.13821900159299,-0.106971594856744,-11.1183350847111
"9176",45.1,-81.7,34,1.09404934251819,2.43979676458273,-0.147044844844536,0.0853532638170408
"5657",41.3,-88.7,77,13.1833339931524,-2.78706465142448,4.20550179810265,5.85679512890611
"2994",48.7,-94.1,89,11.3855197000844,-0.184898408626966,1.43742678567605,8.4667685908233
"1419",33.7,-97.1,5,-13.24116546792,2.92217563109599,-0.37966450892499,-14.0218448399694
"7865",42.9,-84.3,126,25.7580740235394,-2.51319754219115,-0.836930188544514,28.8727540922661
"5048",39.5,-89.9,55,-28.004481428551,-1.00454121709753,-2.11934824750225,-23.0113978515636
"8689",47.7,-82.7,49,25.8958466121813,1.05166630395206,0.918493492182324,23.3991104744643
"4250",39.9,-91.5,134,24.9951700581873,1.73224149743078,-1.80348739519171,27.8470831794773
"3368",43.5,-93.3,118,13.0985537236032,1.75615242994063,0.703286586361434,10.6733295800763
"202",30.3,-99.5,27,-0.173170563949003,-2.28797010279627,-0.236375019922554,1.55872083339835
"9768",43.5,-80.5,24,3.02226366771599,0.107661561289992,-0.957478787515545,4.97483187840204
"299",49.7,-99.5,65,36.0868379453808,-0.265652795739876,1.23108874693758,33.6450040865114
"666",43.1,-98.7,135,13.1343094095092,-1.98540226666696,-3.99943518010539,22.6052405117307
"6003",30.5,-87.9,128,-9.28217491811172,-3.78193207024756,-0.543694423866875,-6.09817331005761
"3403",30.5,-93.1,129,-11.1699042443033,-0.0642727705852682,0.708499775311327,-12.6230464763411
"2472",44.3,-95.1,142,3.40298921516982,3.38020632340803,-0.669597615407262,2.98383279288473
"3416",33.1,-93.1,14,11.2186952874546,-1.39576765002527,1.02096957704263,9.82837370667872
"124",34.7,-99.7,111,-18.8086919339543,-1.53209116215246,1.00050423337533,-20.0824215964801
"7609",31.7,-84.7,71,1.57397585105573,-1.23515172178967,-1.39229393180809,5.16477503761913
"9464",42.7,-81.1,24,28.2973261357104,1.1034205548198,2.1044244326328,23.2821877275789
"5672",44.3,-88.7,53,19.5163020908862,-1.30604124253498,0.270491102419967,19.6535330467732
"4053",40.5,-91.9,134,21.7511096714807,-2.77160582739097,-0.939568563247576,25.2208708010918
"6248",39.5,-87.5,12,28.9526942561361,-0.425811863160405,1.09999689153993,26.8726391900089
"3962",42.3,-92.1,39,10.1390600202547,-5.60741482456587,1.66876806392216,9.66265109128377
"7847",39.3,-84.3,131,-27.9728577331989,-1.76477363798235,-0.790657292824758,-25.3594996537564
"3571",44.1,-92.9,133,-2.40749965889345,1.50117480815224,-4.61966219910599,6.48315656282693
"2809",31.7,-94.3,41,-12.8231309274563,0.865659514849132,-2.57373438548411,-7.88574485595818
"7561",42.1,-84.9,137,16.1772721285267,0.0906227257554716,-1.61895478615339,19.5281409075409
"7283",46.5,-85.5,43,3.49834112757554,0.0747603152150782,1.21973148084239,0.89653444759037
"5606",31.1,-88.7,132,5.5427364643633,3.4237889588126,4.56988387308399,-5.90286570687189
"8072",44.3,-83.9,116,4.88106269805992,-0.777438227071198,0.936027734098178,3.33522109907219
"1570",43.9,-96.9,146,21.7748239993496,-0.20059796539207,-4.15377522420608,30.6060748714941
"8345",38.9,-83.3,131,0.875827819178248,0.93644347807001,-0.398457030255627,1.20690810455726
"5367",43.3,-89.3,96,5.44722501936786,-1.9137100626454,-0.463917649927099,7.45485551804329
"6732",36.3,-86.5,110,-17.6922864677407,1.92384368484704,0.673450977054886,-20.1454091093734
"1828",35.5,-96.3,85,18.4740428805472,1.79870021326429,2.31236498587032,12.6467782950569
"8585",46.9,-82.9,49,32.0362118376404,1.1607464037827,1.465489078421,28.3318817149137
"7490",47.9,-85.1,30,2.20026494345319,-3.69452276968169,3.30505341394267,-2.74530493019831
"9734",36.7,-80.5,40,-12.0424609240434,-1.95709731789113,2.22221532307478,-15.6522805508392
"514",32.7,-98.9,75,0.871860859915983,-1.40873566460725,-1.41454058462161,4.60311334650928
"4845",38.9,-90.3,60,-0.725355105431431,-3.47413804467587,1.12052042690515,-1.20241345780727
"53",40.5,-99.9,17,1.994992734252,-4.93226505829409,-0.908775750196895,6.56684494114429
"5128",35.5,-89.7,78,-8.08831453648628,2.04347954894377,1.56537531133906,-12.4790816467279
"5697",49.3,-88.7,120,5.57303463678605,-4.57455514138084,-1.76014350134525,11.7395957659567
"4161",42.1,-91.7,39,33.9223204278849,-2.16316762064659,3.33488259951217,28.0871774840585
"4118",33.5,-91.7,92,-22.9150498688203,-3.30378546273064,2.21702736441454,-25.7867631842163
"4910",31.9,-90.1,112,-23.2300631744022,-2.78202284770597,1.18913554924784,-24.2249554900614
"3482",46.3,-93.1,130,10.975329616221,-0.429793195147399,0.0819123262009376,11.0354020565787
"4710",31.9,-90.5,112,-11.1827394681111,0.447696291834109,-4.6725759197533,-1.61208603421958
"7343",38.5,-85.3,66,3.83530509418355,-0.982159074912724,1.15967573047884,1.93035196063087
"2023",34.5,-95.9,138,24.9593824989381,2.41200145213737,-1.38522090359771,26.5658656123391
"5413",32.5,-89.1,51,-25.8562180214992,-0.214039495087978,-1.32445140511703,-22.9592887434059
"4537",37.3,-90.9,28,-5.50581854628301,-0.373178440622399,3.86173717406917,-13.4139502538922
"9899",49.7,-80.3,52,-59.6344910137752,0.282619944722676,-1.26867697516194,-57.1228841360854
"1831",36.1,-96.3,85,12.6007051200788,1.99720378117465,2.06424387887999,7.18730293259649
"9034",36.7,-81.9,88,-24.7312985806056,-1.90077422521094,-2.64173165858537,-18.1572440159624
"7211",32.1,-85.5,144,-7.45411291404937,-0.398134373261836,-2.03253924130036,-2.97078794575722
"4336",37.1,-91.3,95,-16.3919268066382,2.14140205648356,0.796156574009991,-19.2202127225603
"2416",33.1,-95.1,41,-0.911642118751351,-4.48084351125349,-2.37089428010089,6.48689136553742
"11",32.1,-99.9,75,3.38402215471767,1.47825832496113,-1.24002079987301,5.18980633897198
"8282",46.3,-83.5,91,42.7704878949554,2.03050311467874,3.81718342351319,33.6579310236512
"8606",31.1,-82.7,93,-13.3931967312481,2.0080807380519,-2.58765685965998,-9.0434809245102
"9883",46.5,-80.3,64,-0.243473611381928,-1.39229799262349,0.375141399446018,-0.279429634201883
"4588",47.5,-90.9,46,-1.18257659354828,0.225790881956716,-0.46809847736172,-0.32149686734529
"6764",42.7,-86.5,103,19.1891577474784,2.08082827898522,-0.283983792615242,18.6618764413183
"1291",48.1,-97.5,18,-2.70995391544415,-0.649788955826722,-1.33364691331236,0.441590638658241
"4084",46.7,-91.9,140,-2.49339310077109,-0.239534293352684,-2.69356071284345,3.2924329146106
"269",43.7,-99.5,135,13.5850456546365,4.97275540972665,1.51778499865716,7.71240923620403
"515",32.9,-98.9,75,-16.7812005538286,-3.92823974277686,-2.09965227964673,-10.250681305471
"9862",42.3,-80.3,70,0.825182230159355,0.211183196282994,-1.33512356793661,3.51490279683342
"3798",49.5,-92.5,99,17.0163289723981,-1.2601813957405,-0.96236749858929,19.7177986731355
"2775",44.9,-94.5,133,8.61568130282743,-1.03732007551997,4.02562387325114,0.72202400978082
"6170",43.9,-87.7,103,24.125488145323,0.59143916496502,-1.11731084785372,26.1524637767347
"3639",37.7,-92.7,6,-37.1346357151028,-0.437365564530773,-2.36361744039877,-31.9348616854187
"7690",47.9,-84.7,30,5.16134971460337,-0.669628016730795,2.29536344844212,0.702685601909542
"4159",41.7,-91.7,39,19.3970619680243,0.779335318883599,-1.65949016711839,22.4611502467758
"2696",49.1,-94.7,89,37.2336087131776,-1.31499405282276,2.04064334328365,33.6583544808063
"6951",40.1,-86.1,106,17.5272716563789,1.80653970036592,0.788764179145055,14.8953354419767
"6269",43.7,-87.5,103,16.2582632612527,2.0669836367799,1.20587913110015,12.6097459220812
"6513",32.5,-86.9,117,-24.7077088925435,5.18663204140289,-1.11046748680716,-25.176508472606
"1959",41.7,-96.1,38,31.5979915112089,-1.91750183166308,-2.51333905448495,37.9114545147253
"2095",48.9,-95.9,32,10.8736946623819,3.04908457144578,-0.203608219318149,9.65476625436929
"513",32.5,-98.9,75,10.8479912905845,-2.92569685948931,1.9889412235685,8.25109102521485
"1499",49.7,-97.1,18,41.5930789358085,3.12350039473731,-0.807922857409017,41.6030267232093
"266",43.1,-99.5,135,27.0169834232399,-0.423736577196209,1.30329501346024,24.5088816466594
"5485",46.9,-89.1,105,-11.4467045316166,0.562765497071826,-3.13732621715498,-5.16221284400994
"6667",43.3,-86.7,103,-4.39766281259713,-1.69395638396363,-0.829469808907498,-1.74103976655103
"169",43.7,-99.7,135,16.2153785611918,2.40837322985881,0.279083675701943,14.3287812980939
"1608",31.5,-96.7,102,5.0433214580393,2.55110949249625,-0.943033027115209,5.64609168903326
"2328",35.5,-95.3,80,9.72507589927914,-1.316309200472,-1.76715442923762,14.146907168933
"3410",31.9,-93.1,113,2.58913056081045,-3.32979632834687,0.819370059779363,2.6665434525811
"3485",46.9,-93.1,31,14.6988529509131,0.380856418886955,3.30727742305934,7.54790789628949
"8097",49.3,-83.9,81,-8.8151127751236,-0.356017326492889,0.470968058221068,-9.61189634108168
"4",30.7,-99.9,27,-9.47254338137689,-3.33561508604531,-2.30812562253201,-2.8242474275952
"4029",35.7,-91.9,139,-35.1455165763875,-0.71316935223746,-1.84932192457704,-30.8768290845675
"3576",45.1,-92.9,130,25.6641484687585,3.51304154182283,1.26000916182167,21.1210867963486
"2448",39.5,-95.1,74,-19.6042282059291,-1.48706118393146,-2.43579339794695,-13.6860490309175
"5839",37.7,-88.3,136,15.6827963535658,2.06505840020586,2.73668082390444,8.82063508725534
"3666",43.1,-92.7,118,18.4056512405013,-4.57809443041736,-2.47057838901667,26.0660368498617
"3505",30.9,-92.9,129,-20.1888243658343,-0.194301262808714,-2.15708424004826,-15.5540247798163
"537",37.3,-98.9,125,-0.0888725248964231,3.75340010643764,0.0718243942915602,-2.26653981038502
"2634",36.7,-94.7,72,-8.71111081060227,-1.99064538187757,0.59542341523827,-8.88655147638875
"2837",37.3,-94.3,121,11.5900700840379,-1.07653352125727,-3.59638607220966,19.7238089371572
"9526",35.1,-80.9,86,16.4461003384454,-1.18327428959053,1.17311736703049,14.6215219840603
"3126",35.1,-93.7,108,3.13891064373104,-0.764085544903867,0.753018533665307,1.97017791728198
"9156",41.1,-81.7,98,-1.81375440643786,-1.62142448533411,-0.471717287615883,0.0524211196359172
"3180",45.9,-93.7,130,37.7686546701159,-0.358032799631462,0.997467397254505,35.8673108476825
"9244",38.7,-81.5,9,-18.8699101317897,0.591847062651524,-2.6293324218899,-13.6679094596527
"6942",38.3,-86.1,66,10.2668257150437,1.78769522616152,-1.18642970867573,11.7929726811355
"1398",49.5,-97.3,18,31.9239899540861,0.819994006552835,-0.687658623722641,32.9252763003652
"6001",30.1,-87.9,128,-10.7480870504298,1.06991239325372,1.39487514831519,-14.2550775542487
"7303",30.5,-85.3,68,-29.6122075311886,-1.09920713394531,-1.33654260174492,-26.2118962151938
"7891",48.1,-84.3,30,3.07704185034257,1.83821791884113,-1.08923782775806,4.37180361246028
"5532",36.3,-88.9,109,-16.8922713041273,-2.27935270177052,0.994854190831406,-17.7506146459172
"7062",42.3,-85.9,137,18.2619484364642,-0.0742358758300778,1.67002381286671,14.7949858023924
"5480",45.9,-89.1,7,-3.56621545900097,-1.87418056859109,1.13355218014252,-4.93461753026108
"6042",38.3,-87.9,136,21.3567315337344,-0.839854884590715,1.14521272245904,19.4053064542494
"1833",36.5,-96.3,85,-15.9610841980242,0.473722771070506,-0.286566731676167,-15.6151043578823
"5408",31.5,-89.1,132,1.40495564112292,-0.993008723676446,3.52179806307721,-5.45459558055393
"7655",40.9,-84.7,35,-7.43973676997515,-3.80434384495181,-1.36905049800335,-2.51038504789414
"6716",33.1,-86.5,15,-34.3228711617244,-3.21138812783964,-1.56199357811063,-29.3085350586587
"4070",43.9,-91.9,100,15.2353546226555,-2.34909658033382,3.19930875785614,9.78531838453783
"1925",34.9,-96.1,138,5.64220270879326,-1.07745760487782,-0.639859906773123,7.56773561965084
"1150",39.9,-97.7,62,31.8191383815407,1.62386922241459,1.33414089541232,28.140553121071
"6477",45.3,-87.1,101,8.42499160110584,-0.189926274165858,-0.604403538844323,9.79679922072849
"8521",34.1,-82.9,61,6.68166168850175,0.546700775647741,0.30965943933056,5.73615844705779
"7278",45.5,-85.5,43,14.3862380430456,3.26527365660208,-1.83358799564002,16.4735250593246
"4646",39.1,-90.7,55,6.76121057928067,-0.457282852351362,2.69940038468553,1.3394025117108
"2551",40.1,-94.9,74,-2.99584894813834,-0.224872178703097,-0.461213755323194,-1.90586908545995
"6697",49.3,-86.7,114,11.2520446189394,-1.02995595233394,-0.341479621179755,12.5253280376772
"7757",41.3,-84.5,26,5.42287838350724,1.48564056702503,-0.38431540634616,5.42769483064066
"991",48.1,-98.1,18,13.7208220637704,3.14474800153797,0.746452578395244,10.4551077283098
"1579",45.7,-96.9,107,-7.28574979101534,1.84008303187974,-0.309552242248367,-7.62933491950883
"9422",34.3,-81.1,86,2.8954391177505,-2.69827683280992,-1.08341975509063,6.62769009315817
"3307",31.3,-93.3,129,-10.552891023557,-0.590156466194625,-2.07301582767484,-5.88087329369478
"8603",30.5,-82.7,93,1.89671188744022,3.13372808892517,1.58475847755058,-3.12349408343558
"223",34.5,-99.5,111,-15.3537445599026,-1.50736917363829,-2.17631146602269,-9.96951112749028
"8470",43.9,-83.1,1,9.04577766780226,-4.22124522553895,3.80782215435128,3.3288235654556
"3473",44.5,-93.1,133,-7.5286597035577,-0.313192741232046,-2.2291748174775,-2.67826850658965
"6812",32.3,-86.3,117,-9.92500308698385,2.0430395980236,1.17773023590842,-13.5014779653243
"9320",33.9,-81.3,124,-16.1553865948146,-2.26637505464553,0.832234817505093,-16.6792371820667
"7133",36.5,-85.7,47,-34.863690398916,2.28104484384183,-1.93870777181146,-32.0241682937866
"7000",49.9,-86.1,114,-7.95865136043376,-0.405159689906885,0.468529326040491,-8.72377671256907
"1621",34.1,-96.7,138,-8.10046393737646,-0.322611517262943,0.293543546525849,-8.54269516575876
"9756",41.1,-80.5,70,-3.29739733276007,-1.02102172297777,-2.89673185253386,3.33709128796902
"1424",34.7,-97.1,87,12.2051574725208,-0.612701602610736,0.796065565560195,10.8642786502542
"3075",44.9,-93.9,133,12.4508089409965,-2.4001706952935,-0.420228344280564,14.6293806394441
"2117",33.3,-95.7,138,7.11272411862336,-0.0160789307763407,0.447348703425845,6.18197446404831
"196",49.1,-99.7,65,26.6108465477904,-2.63775901441659,-3.39704339445745,35.169027543936
"260",41.9,-99.5,17,14.7145024595633,-1.7632576096138,1.38827391851741,12.7512863398682
"8453",40.5,-83.1,26,-17.7385227752748,4.46029510172024,-2.13782637389509,-15.657646745024
"6903",30.5,-86.1,68,-39.2865888776079,2.8816936144035,-1.49329399783814,-37.7067860339257
"2875",44.9,-94.3,133,-4.28593876461323,1.45561390673056,-2.07577576210984,-0.712841173817074
"2607",31.3,-94.7,97,12.6475461460151,2.35527664843266,0.958020444923078,9.36385382152301
"1762",42.3,-96.5,38,38.6577162358064,3.40637382310431,3.22007287498871,30.0561213338538
"8613",32.5,-82.7,149,-12.092843245727,-0.966082428953314,2.85512994749693,-17.5669316238358
"9969",43.7,-80.1,24,-10.3857102620664,2.30067815099572,0.784504529470331,-13.2755359754918
"5370",43.9,-89.3,53,9.20096868263111,1.26506494173339,-0.0117392857278828,8.54248611412363
"4137",37.3,-91.7,95,-20.3664081019254,-1.07338090492961,-0.322078404517501,-19.1104177637767
"5997",49.3,-88.1,120,-1.55430981794112,-0.0974610328684266,-1.7628461451986,2.2002960447249
"6424",34.7,-87.1,123,-42.2690189211867,-0.79366043871679,-2.29407242704904,-37.0228901874767
"7884",46.7,-84.3,91,3.62731013856568,-0.53503096238906,-1.97715601202395,8.06825448350606
"9528",35.5,-80.9,86,17.5800065742997,2.57202952484054,-1.13485529255198,18.574306745245
"2287",47.3,-95.5,13,-10.9913720840423,-1.86709674738114,1.23192493328955,-12.5701822003646
"5081",46.1,-89.9,79,8.98254156164803,3.41485107824439,-0.785121386910311,8.78727689190772
"2601",30.1,-94.7,97,11.5036475494779,1.98978753589136,2.39915251639046,5.39094199567662
"6855",40.9,-86.3,106,1.41072920618448,-0.802166824097604,-1.57911024575677,5.16003080728639
"6241",38.1,-87.5,136,41.5441543046927,-0.167673368524065,1.36297886754943,38.7724423018419
"9789",47.7,-80.5,83,8.92552130324449,-1.33015045376353,2.22849248484462,4.9639683301031
"7576",45.1,-84.9,116,32.0895984766525,1.78693237031563,3.75623527850937,23.2365609118123
"5650",39.9,-88.7,10,2.89782054307626,-1.02329877119559,0.558227663547287,2.27812378607257
"6222",34.3,-87.5,104,-29.1396676852183,-1.81996694530815,-0.782759984312956,-26.5130895676947
"7563",42.5,-84.9,137,11.1790417512648,-0.0242855553134123,-1.8471313890189,15.0711318680737
"8940",37.9,-82.1,148,-19.2005198279681,-3.27048365752328,-2.49770494751186,-12.1892782631307
"5568",43.5,-88.9,53,-0.742250543385406,-1.13440668450164,-2.3253954579116,4.75365952785984
"8469",43.7,-83.1,1,4.61914044033595,-1.84535659318819,-1.57050951288622,8.91370297771864
"3222",34.3,-93.5,108,17.7958577074174,1.65196129039079,1.08969044971454,14.6154486662059
"434",36.7,-99.1,125,-12.5362269602505,-3.28883716460759,-0.0242106143224057,-10.7094126012853
"4926",35.1,-90.1,78,0.589542512525016,-0.397240742585429,-1.36516661067114,3.67090239593053
"6073",44.5,-87.9,53,21.2797927174338,-2.41088099944573,-0.559917034615368,23.7574942298268
"4878",45.5,-90.3,63,11.1018134224601,3.45288304314624,-2.26616815823738,13.9962097114596
"7654",40.7,-84.7,35,0.163802002338468,0.147843279887394,2.67641274557372,-5.53650013450553
"6614",32.7,-86.7,117,-22.2311324170675,-5.94114325937803,1.82183971079948,-22.8487784496823
"7710",31.9,-84.5,71,10.9426731234259,0.603708121512329,-0.566234227231527,11.8057626149954
"3604",30.7,-92.7,129,-27.8898341510303,-3.10359585581716,-4.32749904429578,-17.1261443958679
"5663",42.5,-88.7,96,15.0892943584272,-1.37469196334506,-0.219730480143028,16.2930620269339
"7845",38.9,-84.3,131,20.2671079301434,0.381717541226743,1.34032964266795,17.2462882082782
"933",36.5,-98.1,20,1.57016881098486,-0.249365385616897,2.07189898510813,-2.64616174950908
"7929",35.7,-84.1,76,-12.6476811083178,0.55609072918258,1.32820943173032,-15.7372099087101
"9791",48.1,-80.5,83,-9.14000223038123,5.06014126652314,-4.42462724234508,-2.58076130537906
"3514",32.7,-92.9,113,1.7016613648348,-1.88636658270625,-0.937088855781309,4.68818591663692
"9739",37.7,-80.5,9,-26.6554132341022,1.4045705830214,1.97857633972774,-31.568891662362
"551",40.1,-98.9,17,-1.28288300633905,-0.890106001236031,-2.86918175589233,5.2230559217023
"9726",35.1,-80.5,86,18.1504160579286,-1.97872677447619,-2.5628305071453,24.6008725811508
"2786",47.1,-94.5,31,-9.01925773361841,-0.996354365496214,-0.5110687419149,-7.40798201822916
"189",47.7,-99.7,141,20.2785856051286,-1.18614897459304,0.659978182795844,19.5331518675376
"6368",43.5,-87.3,103,-2.74435340837377,2.67138075726119,-2.02695381328104,0.069703990595361
"1452",40.3,-97.1,62,30.9253620908278,1.25982948015365,-0.720720788624352,31.758567827656
"6282",46.3,-87.5,16,15.9765696684924,2.34142533244099,-0.774683855644811,16.3390360858284
"212",32.3,-99.5,75,4.46971049979248,-1.31615951575134,-0.257170267476521,5.7204941999989
"6419",33.7,-87.1,15,-23.6549191710627,2.18034139140747,0.223653774156911,-25.3019764481522
"6950",39.9,-86.1,106,16.5813048784404,1.3999609716507,-0.384254226592487,16.6322598295933
"7910",31.9,-84.1,71,-0.396412498994243,1.21579050213233,1.00323142801546,-3.15972536897816
"178",45.5,-99.7,22,-1.07273463293194,-1.04576140651771,-0.532540940582458,0.610312501810781
"1841",38.1,-96.3,29,7.78377701164515,3.62737902097124,-2.59007686207583,11.2641537506799
"1586",47.1,-96.9,19,-14.282434341714,-1.66103146565519,-0.331301233310603,-12.6897447603079
"1053",40.5,-97.9,62,23.880654359133,-0.230957959906874,0.0596406057368012,23.8801263854355
"3480",45.9,-93.1,130,36.8374414986385,1.48429015407919,1.96595311803979,31.9074232675522
"1219",33.7,-97.5,5,-22.759647652952,1.59834445071859,-1.28493370745318,-20.9243928706884
"5627",35.3,-88.7,109,-27.7497453023669,0.437445386615391,-1.46647833599458,-24.9063613055506
"3000",49.9,-94.1,25,36.4303913175199,3.47973930796059,1.44287887325999,31.5212864573752
"9918",33.5,-80.1,124,31.4107359606165,2.25722727997571,0.119431248655311,29.9410276072535
"9698",49.5,-80.7,52,-35.3124527168139,-0.841643277448749,2.26497900882992,-39.6144212655344
"7117",33.3,-85.7,144,-13.7728750350619,1.4001070651431,2.46852054320088,-19.712825990961
"5985",46.9,-88.1,105,0.816379977881242,-0.851758933756326,0.467430753606412,0.294725219536193
"6223",34.5,-87.5,104,-30.8979496699457,0.494466488859453,2.55117360198303,-36.5224261380942
"7894",48.7,-84.3,81,20.0176670894119,-3.90500282899911,-0.890151685115238,23.9956871558134
"5223",34.5,-89.5,78,-17.1530343820884,-2.19258687775696,-3.20073498494924,-9.24749399970626
"3146",39.1,-93.7,37,-9.39534367866355,0.799174842352249,-2.93978019110963,-3.65335969220354
"4040",37.9,-91.9,95,-11.1699640813162,0.693536338282114,-0.749039028072205,-9.97149174503692
"2989",47.7,-94.1,31,7.65699344335458,3.81440350121713,1.44756827274353,2.55732217993592
"5357",41.3,-89.3,77,0.529554864162207,1.78940061496426,-2.55308289700708,4.92475261579637
"1056",41.1,-97.9,62,24.4130559695114,1.05744209597985,1.1090224664042,21.5130900582334
"1385",46.9,-97.3,19,-7.40572821488303,3.76156398920704,-0.141793377458288,-9.13920667639242
"1076",45.1,-97.9,107,15.855094502615,-0.488500741696011,3.5629752403112,8.63663689847728
"425",34.9,-99.1,111,-14.2108193815105,2.31935711837526,1.16771019373385,-17.9154636322742
"1327",35.3,-97.3,87,24.2081796801538,0.894124494590917,0.798885873405034,22.0476921189241
"5061",42.1,-89.9,94,3.73397741094122,-2.73378713590428,3.24709550465592,-1.60867809544791
"5150",39.9,-89.7,55,-24.6798171657158,-1.83958044454036,1.03181827761512,-25.8532621086557
"922",34.3,-98.1,87,-19.49961759886,-1.29283507802048,-1.70135574366107,-15.2286395950407
"6152",40.3,-87.7,12,0.0150080486613026,-2.54585339705587,0.389666099049607,0.571470075067298
"5126",35.1,-89.7,78,-10.2048162827268,-0.419323602022985,-1.02721084293267,-7.82123876747583
"2205",30.9,-95.5,119,6.65622842559344,-0.825412832562355,-0.654542492130198,8.47649058865052
"8608",31.5,-82.7,93,-11.7051802658449,0.447189792596074,-1.09473836956872,-9.64771217775248
"34",36.7,-99.9,125,6.90885801470995,0.631133415881331,0.577926205019234,5.35440093959364
"6929",35.7,-86.1,123,-33.1624253657924,-0.810043468433207,-1.13872010536585,-30.3336896715702
"3448",39.5,-93.1,37,10.3510008600621,0.944428855544037,-0.321019544608859,10.5151503217469
"9324",34.7,-81.3,86,10.3059270882479,4.62066907615757,-4.76481702392291,17.8168815373609
"4390",47.9,-91.3,46,0.938998216529877,1.43369517702977,2.51704405575983,-5.12098969616184
"7638",37.5,-84.7,42,22.5595279233238,2.85487280629547,-3.93039792468246,29.2717322497574
"73",44.5,-99.9,22,4.99587243037645,0.659757654666827,-0.48979511533385,5.66817303905745
"4798",49.5,-90.5,115,-6.63268041771358,-1.79120326518238,1.59116284509369,-9.00687262921185
"1190",47.9,-97.7,18,-12.0194231622249,-0.281711351597277,-0.854679249270786,-10.0724726088938
"7221",34.1,-85.5,127,-24.9585170568997,3.0160156794397,0.542701464193773,-27.7268385986041
